mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,19,Corrèze,100.0,2021-10-31,100.0,2019-10-31,0.0,0.0,100.0,0.0,2020-10-31,100.0,,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,19,Corrèze,89.0,2021-10-31,46.0,2019-11-30,43.0,93.0,13.0,585.0,2020-11-30,92.0,93.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,19,Corrèze,88.0,2021-09-30,88.0,2019-09-30,0.0,0.0,88.0,0.0,2020-09-30,100.0,0.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,19,Corrèze,30.0,2021-09-30,27.0,2018-03-31,3.0,11.0,,,,34.0,43.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,19,Corrèze,33.0,2021-09-30,32.0,2017-09-30,1.0,3.0,32.0,3.0,2020-09-30,32.0,,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,19,Corrèze,3.0,2021-09-30,1.0,2017-09-30,2.0,200.0,2.0,50.0,2020-09-30,2.0,100.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,19,Corrèze,52.7,2020-10-31,41.6,2017-10-31,11.0,27.0,42.4,24.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,19,Corrèze,385.0,2021-12-31,362.0,2017-12-31,23.0,6.0,379.0,2.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,19,Corrèze,62.0,2021-11-30,0.0,2020-10-31,62.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,19,Corrèze,311.0,2021-12-31,0.0,2020-09-30,311.0,,73.0,326.0,2021-04-30,342.0,91.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,19,Corrèze,165.0,2021-12-31,0.0,2020-09-30,165.0,,49.0,237.0,2021-04-30,105.0,100.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,19,Corrèze,1594.0,2021-09-30,1060.0,2017-12-31,534.0,50.0,1470.0,8.0,2020-12-31,1493.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,19,Corrèze,5516.0,2021-07-31,5099.0,2019-07-31,417.0,8.0,4695.0,17.0,2020-07-31,,,,Recrutements de jeunes
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,19,Corrèze,337.0,2021-09-30,321.0,2017-01-31,16.0,5.0,331.0,2.0,2021-02-28,651.0,5.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,19,Corrèze,94368.0,2021-12-31,0.0,2017-12-31,94368.0,,,,,113303.0,83.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,19,Corrèze,54.0,2021-09-30,33.0,2017-12-31,21.0,64.0,39.0,38.0,2020-09-30,48.0,100.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,19,Corrèze,6017.0,2021-12-31,0.0,2018-01-31,6017.0,,4402.0,37.0,2020-09-30,5318.0,100.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,19,Corrèze,119.0,2021-11-30,39.0,2019-09-30,80.0,205.0,,,,355.0,25.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,19,Corrèze,140000.0,2021-06-30,0.0,2017-06-30,140000.0,,140000.0,0.0,2020-06-30,240000.0,58.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,19,Corrèze,6.0,2020-12-31,4.6,2017-12-31,1.0,30.0,5.4,11.0,2019-12-31,15.0,13.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,19,Corrèze,483.0,2020-12-31,284.0,2017-12-31,199.0,70.0,,,,623.0,59.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,19,Corrèze,99.83,2021-12-31,0.0,2017-12-31,100.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,19,Corrèze,409395.0,2021-10-31,398212.0,2017-12-31,11183.0,3.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,19,Corrèze,32.0,2021-11-30,17.0,2017-11-30,15.0,88.0,,,,,,,atteintes aux personnes entre janvier et novembre
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,19,Corrèze,60.0,2021-11-30,63.0,2017-11-30,-3.0,-5.0,,,,,,,atteintes aux biens entre janvier et novembre
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,19,Corrèze,158.0,2021-11-30,0.0,2020-05-31,158.0,,57.0,177.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,19,Corrèze,0.0,2020-06-30,0.0,2017-12-31,0.0,,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,19,Corrèze,0.0,2020-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,19,Corrèze,16.0,2020-12-31,13.0,2017-12-31,3.0,23.0,5.0,220.0,2019-12-31,,,,morts
