mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,59,Nord,100.0,2021-10-31,97.0,2019-10-31,3.0,3.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,59,Nord,72.0,2021-10-31,7.0,2019-11-30,65.0,929.0,8.0,800.0,2020-11-30,82.0,87.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,59,Nord,83.0,2021-09-30,74.0,2019-09-30,9.0,12.0,79.0,5.0,2020-09-30,100.0,35.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,59,Nord,29.0,2021-09-30,28.0,2018-03-31,1.0,4.0,,,,,,,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,59,Nord,442.0,2021-09-30,405.0,2017-09-30,37.0,9.0,436.0,1.0,2020-09-30,465.0,62.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,59,Nord,5.0,2021-09-30,1.0,2017-09-30,4.0,400.0,4.0,25.0,2020-09-30,7.0,67.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,59,Nord,46.3,2020-10-31,39.9,2017-10-31,6.0,16.0,44.3,5.0,2019-10-31,47.0,90.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,59,Nord,8272.0,2021-12-31,7132.0,2017-12-31,1140.0,16.0,7275.0,14.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d'entreprises industrielles et organismes agricoles bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,59,Nord,611.0,2021-10-31,0.0,,611.0,,,,,327.0,100.0,2022-12-31,entreprises industrielles et agricoles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,59,Nord,2784.0,2021-10-31,73.0,2021-02-28,2711.0,3714.0,566.0,392.0,2021-04-30,3126.0,89.0,2022-12-31,entreprises
