mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,37,Indre-et-Loire,100.0,2021-10-31,100.0,2019-10-31,0.0,0.0,100.0,0.0,2020-10-31,100.0,,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,37,Indre-et-Loire,99.0,2021-10-31,18.0,2019-11-30,81.0,450.0,56.0,77.0,2020-11-30,99.0,100.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,37,Indre-et-Loire,79.0,2021-09-30,59.0,2019-09-30,20.0,34.0,67.0,18.0,2020-09-30,100.0,49.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,37,Indre-et-Loire,33.0,2021-09-30,24.0,2018-03-31,9.0,38.0,,,,35.0,82.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,37,Indre-et-Loire,78.0,2021-09-30,66.0,2017-09-30,12.0,18.0,73.0,7.0,2020-09-30,78.0,100.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,37,Indre-et-Loire,4.0,2021-09-30,1.0,2017-09-30,3.0,300.0,2.0,100.0,2020-09-30,4.0,100.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,37,Indre-et-Loire,59.3,2020-10-31,42.5,2017-10-31,17.0,40.0,44.5,33.0,2019-10-31,47.0,100.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,37,Indre-et-Loire,1294.0,2021-12-31,1108.0,2017-12-31,186.0,17.0,1183.0,9.0,2020-12-31,,,,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,37,Indre-et-Loire,112.0,2021-11-30,0.0,2020-10-31,112.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,37,Indre-et-Loire,1023.0,2021-12-31,0.0,2020-09-30,1023.0,,282.0,263.0,2021-04-30,771.0,100.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,37,Indre-et-Loire,155.0,2021-12-31,0.0,2020-09-30,155.0,,78.0,99.0,2021-04-30,240.0,65.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,37,Indre-et-Loire,5882.0,2021-09-30,3354.0,2017-12-31,2528.0,75.0,5110.0,15.0,2020-12-31,4918.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,37,Indre-et-Loire,17855.0,2021-07-31,18195.0,2019-07-31,-340.0,-2.0,17125.0,4.0,2020-07-31,,,,Recrutements de jeunes
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,37,Indre-et-Loire,1403.0,2021-09-30,1273.0,2017-01-31,130.0,10.0,1193.0,18.0,2021-02-28,1987.0,18.0,2022-12-31,bénéficiaires *
